CustomerID,Recency,Frequency,Monetary,K_Cluster
13515.0,73,59,891.12,2
13516.0,21,44,1389.41,2
13517.0,60,141,2128.42,2
13518.0,86,38,659.4399999999999,2
13519.0,78,8,122.75,0
13520.0,59,93,3624.35,2
13521.0,1,436,1093.65,1
13522.0,30,5,125.80000000000001,0
13523.0,33,172,3964.88,1
13524.0,41,27,680.1800000000001,2
13525.0,15,6,628.78,0
13527.0,34,223,2287.51,1
13529.0,79,15,307.76,0
13531.0,205,22,483.8,0
13532.0,34,66,210.31,2
13533.0,183,76,270.79,2
13534.0,2,296,5870.08,1
13536.0,1,179,3448.29,1
13538.0,43,25,1280.85,2
13539.0,86,37,631.34,2
13544.0,40,87,291.41,2
13546.0,12,98,626.99,2
13548.0,96,124,682.41,2
13549.0,26,51,918.2,2
13551.0,319,4,91.80000000000001,0
13552.0,66,109,3740.07,2
13555.0,74,136,4149.28,2
13557.0,28,34,584.06,2
13558.0,6,175,605.06,1
13560.0,7,33,174.37,2
13561.0,216,14,141.85999999999999,0
13562.0,82,82,1799.33,2
13563.0,84,49,777.53,2
13564.0,144,83,1749.02,2
13565.0,19,38,240.22,2
13566.0,41,176,874.71,2
13568.0,173,44,192.85,0
13569.0,17,85,373.75,2
13570.0,243,27,239.49,0
13571.0,13,341,2092.32,1
13572.0,206,33,1384.25,2
13573.0,50,26,294.4,0
13575.0,23,46,732.0699999999999,2
13576.0,10,126,6717.34,1
13577.0,25,83,1687.6000000000001,2
13579.0,15,23,467.04,2
13581.0,309,10,118.0,0
13583.0,156,53,781.03,2
13584.0,307,24,142.4,0
13587.0,64,8,712.4,0
13588.0,16,174,2478.95,1
13589.0,15,21,379.65,2
13590.0,11,87,1981.92,1
13591.0,65,58,1117.13,2
13592.0,36,16,247.95999999999998,0
13593.0,108,128,2037.0800000000002,2
13594.0,53,26,396.97,2
13596.0,6,166,697.04,1
13598.0,47,40,180.17000000000002,0
13599.0,1,247,5153.67,1
13600.0,312,19,219.52,0
13601.0,45,99,693.32,2
13602.0,65,23,428.89,2
13603.0,26,27,164.34,0
13606.0,29,43,280.53999999999996,2
13607.0,40,98,678.01,2
13610.0,12,226,1131.88,1
13611.0,89,74,1171.8,2
13614.0,24,201,1610.46,1
13615.0,319,23,417.69,0
13617.0,40,44,544.18,2
13618.0,174,13,177.34,0
13621.0,117,19,213.85,0
13623.0,31,81,747.78,2
13626.0,253,19,257.23,0
13627.0,59,92,1638.47,2
13629.0,23,59,7792.36,1
13630.0,5,71,2031.78,1
13631.0,100,11,3070.42,2
13632.0,25,146,2121.27,1
13634.0,33,188,1575.16,2
13635.0,68,62,1071.03,2
13636.0,37,63,949.12,2
13637.0,52,101,810.5,2
13638.0,16,8,122.64,0
13639.0,74,40,1033.34,2
13642.0,216,66,354.8,2
13643.0,31,28,519.44,2
13644.0,16,146,2624.26,1
13645.0,120,5,252.1,0
13647.0,10,79,1678.1200000000001,1
13649.0,257,23,346.6,0
13650.0,17,96,1836.34,1
13651.0,35,6,94.2,0
13652.0,46,63,1095.08,2
13654.0,43,166,2707.33,1
13655.0,114,56,932.97,2
13656.0,165,49,379.65,2
13657.0,11,16,382.14,2
13658.0,10,108,2639.17,1
13659.0,206,104,1573.2,2
13662.0,86,53,897.76,2
13663.0,179,13,189.47,0
13666.0,60,12,84.65,0
13667.0,149,87,305.02,2
13668.0,3,470,6363.59,1
13669.0,51,9,218.55,0
13670.0,75,25,349.7,0
13672.0,301,6,186.39000000000001,0
13673.0,19,65,396.92,2
13675.0,151,25,486.82000000000005,0
13678.0,152,16,232.6,0
13680.0,1,195,3722.42,1
13681.0,18,57,827.83,2
13682.0,187,3,59.5,0
13684.0,286,30,67.23,0
13685.0,3,39,3119.44,1
13686.0,183,8,72.0,0
13689.0,63,6,910.0,0
13690.0,59,9,172.25,0
13692.0,25,53,1488.32,2
13694.0,4,568,65039.62,1
13695.0,31,90,2504.13,2
13697.0,39,12,151.29999999999998,0
13699.0,155,14,308.58000000000004,0
13700.0,26,197,2265.12,1
13703.0,318,1,99.5,0
13704.0,5,134,2308.06,1
13705.0,8,28,711.86,2
13706.0,303,20,330.79,0
13707.0,267,48,806.41,2
13708.0,271,51,296.88,0
13709.0,4,336,6328.05,1
13710.0,32,8,180.48,0
13711.0,219,13,252.06,0
13712.0,247,10,228.84,0
13715.0,281,105,1079.34,2
13716.0,269,21,138.28,0
13717.0,32,102,1445.01,2
13718.0,246,12,306.55,0
13719.0,15,60,1041.68,2
13720.0,117,43,799.9,2
13721.0,36,28,524.14,2
13722.0,132,85,2375.41,2
13723.0,217,6,199.85000000000002,0
13725.0,50,104,1980.56,2
13726.0,39,42,1079.6599999999999,2
13727.0,29,20,333.48,2
13728.0,37,63,1016.14,2
13730.0,136,43,752.6,2
13731.0,219,38,610.59,2
13732.0,28,33,491.86,2
13735.0,25,196,2885.2400000000002,1
13736.0,5,191,731.9,1
13737.0,200,30,339.59999999999997,0
13739.0,18,3,216.9,0
13740.0,241,23,350.75,0
13741.0,72,34,668.4300000000001,2
13742.0,17,321,3131.02,1
13743.0,3,41,1341.6,1
13744.0,95,72,1156.36,2
13745.0,162,25,300.04,0
13747.0,374,1,79.6,0
13748.0,96,28,948.25,2
13750.0,54,24,1647.26,2
13751.0,288,9,296.25,0
13752.0,124,76,1186.28,2
13753.0,288,35,741.26,2
13754.0,152,12,282.59999999999997,0
13755.0,4,342,2161.35,1
13756.0,2,142,5189.52,1
13758.0,12,117,3190.55,1
13759.0,33,25,659.4100000000001,2
13760.0,54,57,286.79,2
13761.0,50,70,1070.65,2
13762.0,219,7,306.72,0
13763.0,63,15,1714.96,2
13764.0,71,208,1521.76,2
13767.0,2,368,17220.36,1
13769.0,2,135,2796.51,1
13771.0,64,119,2634.45,2
13772.0,34,177,1132.13,2
13774.0,82,22,345.0,0
13777.0,1,197,25977.16,1
13778.0,103,9,178.7,0
13780.0,7,57,360.01,2
13781.0,251,17,127.84,0
13782.0,13,115,912.0,2
13784.0,10,31,2462.79,1
13786.0,367,7,230.39999999999998,0
13787.0,76,31,309.04,0
13790.0,4,45,348.8,2
13791.0,128,11,1516.0,2
13792.0,66,13,195.55,0
13798.0,1,349,37153.85,1
13799.0,117,39,688.86,2
13800.0,310,33,558.32,0
13801.0,67,23,324.8,0
13802.0,139,60,4599.42,2
13803.0,255,17,277.07,0
13804.0,31,137,2635.79,1
13805.0,52,13,924.6,2
13806.0,64,10,256.38,0
13807.0,367,7,112.6,0
13808.0,6,76,1747.66,1
13809.0,305,12,155.05,0
13810.0,29,35,1499.01,2
13811.0,184,13,814.5,0
13812.0,42,36,539.0,2
13813.0,40,69,1366.8600000000001,2
13814.0,92,57,1579.12,2
13815.0,22,176,4027.36,1
13816.0,24,28,571.6700000000001,2
13817.0,29,24,382.98,2
13819.0,302,36,1140.35,2
13821.0,145,59,385.64,2
13822.0,6,96,632.0,1
13823.0,19,40,957.66,2
13824.0,33,46,1698.94,2
13826.0,176,10,189.5,0
13827.0,58,93,412.05,2
13828.0,22,15,209.49,0
13831.0,16,74,2202.99,1
13832.0,19,3,52.199999999999996,0
13833.0,159,29,384.8,0
13835.0,25,55,834.57,2
13837.0,212,19,271.24,0
13838.0,6,174,691.73,1
13841.0,253,1,85.0,0
13842.0,59,206,3385.62,1
13844.0,11,20,361.62,2
13845.0,65,9,312.98,0
13846.0,25,55,865.0600000000001,2
13848.0,92,5,1255.0,0
13849.0,52,101,1537.95,2
13850.0,129,93,1595.48,2
13851.0,96,81,2651.46,2
13853.0,57,23,1090.14,2
13854.0,9,110,8109.5199999999995,1
13856.0,169,14,388.5,0
13858.0,57,11,216.17,0
13859.0,326,28,201.16,0
13860.0,1,76,1245.9,1
13862.0,18,139,2209.36,1
13863.0,248,20,305.78,0
13865.0,58,30,501.56,2
13866.0,74,7,145.67000000000002,0
13867.0,31,61,1015.29,2
13868.0,7,33,3192.54,1
13869.0,123,307,3104.95,2
13870.0,2,115,2770.94,1
13871.0,23,336,6403.25,1
13873.0,120,23,389.6,0
13874.0,358,18,540.45,0
13875.0,54,104,1786.79,2
13876.0,64,7,122.7,0
13877.0,86,3,117.24,0
13878.0,55,36,1281.53,2
13880.0,21,165,3219.77,1
13881.0,4,178,17159.52,1
13882.0,3,65,1191.13,1
13883.0,11,142,2674.48,1
13884.0,7,59,787.6,2
13885.0,189,28,506.8,0
13886.0,71,16,243.56,0
13887.0,204,19,349.55,0
13888.0,120,40,605.63,2
13889.0,93,15,416.90000000000003,0
13890.0,1,110,1883.8100000000002,1
13892.0,27,27,632.97,2
13893.0,298,21,821.1,0
13894.0,24,27,564.62,2
13895.0,28,118,2593.07,1
13897.0,50,17,311.16,0
13898.0,326,12,155.93,0
13899.0,16,19,388.52,2
13900.0,183,43,740.95,2
13901.0,72,149,2867.2,2
13904.0,37,26,332.64,2
13908.0,80,122,2369.55,2
13911.0,57,148,2580.91,2
13914.0,12,33,626.45,2
13917.0,50,18,272.04,0
13918.0,50,30,1212.8400000000001,2
13919.0,59,28,384.81,2
13922.0,352,7,172.25,0
13923.0,54,20,351.13,0
13924.0,2,117,1838.8500000000001,1
13925.0,93,41,678.25,2
13926.0,23,11,223.85000000000002,0
13927.0,75,21,348.99,0
13928.0,11,27,464.57,2
13929.0,169,9,842.65,0
13930.0,58,17,337.34,0
13931.0,96,58,1237.53,2
13932.0,295,16,307.4,0
13933.0,109,23,608.7900000000001,2
13934.0,264,31,922.1,2
13936.0,180,26,376.58,0
13937.0,169,9,158.85,0
13938.0,35,7,71.66,0
13939.0,23,45,568.55,2
13940.0,17,49,839.14,2
13941.0,22,45,5112.96,1
13946.0,79,11,561.5699999999999,0
13947.0,65,5,90.6,0
13948.0,361,3,102.0,0
13949.0,3,160,2427.32,1
13950.0,11,35,745.06,2
13951.0,176,39,674.45,2
13952.0,218,137,3251.071,2
13953.0,7,20,3515.68,1
13954.0,2,25,439.92,2
13955.0,154,33,322.96,0
13956.0,5,152,1026.42,1
13959.0,79,92,598.2,2
13960.0,21,12,230.22,0
13962.0,22,11,169.55,0
13963.0,308,35,664.54,0
13967.0,146,2,80.7,0
13969.0,7,626,9053.94,1
13971.0,19,149,2758.26,1
13972.0,71,15,190.25,0
13973.0,287,11,264.7,0
13974.0,49,28,413.59000000000003,2
13975.0,31,338,2526.28,1
13976.0,207,10,357.98,0
13978.0,15,15,196.79000000000002,0
13979.0,73,54,869.87,2
13980.0,60,11,200.14,0
13982.0,39,111,1871.81,2
13983.0,30,107,2603.43,1
13984.0,27,16,920.51,2
13985.0,4,349,7060.13,1
13986.0,17,13,320.46,0
13988.0,20,234,4147.96,1
13989.0,66,41,1266.08,2
13990.0,213,16,311.3,0
13991.0,12,84,855.97,2
13992.0,30,5,76.8,0
13993.0,43,121,3466.36,1
13994.0,4,155,2313.14,1
13995.0,15,86,1393.69,2
13999.0,10,208,3901.81,1
14000.0,211,15,635.66,0
14001.0,46,39,2043.0800000000002,2
14002.0,134,47,529.73,2
14004.0,43,171,4582.64,1
14005.0,10,84,2874.72,1
14006.0,116,30,962.19,2
14009.0,198,42,695.61,2
14012.0,278,11,328.8,0
14013.0,110,34,473.02,2
14014.0,77,39,505.18,2
14015.0,53,20,917.34,2
14016.0,162,161,4341.21,2
14019.0,47,66,1421.61,2
14020.0,17,39,642.8,2
14021.0,155,22,631.9,0
14022.0,225,28,440.0,0
14023.0,7,31,584.07,2
14024.0,122,16,327.7,0
14027.0,61,6,104.82,0
14029.0,63,15,467.66,0
14030.0,18,243,2360.09,1
14031.0,7,250,17286.86,1
14032.0,2,143,2975.59,1
14034.0,22,89,651.8199999999999,2
14035.0,29,66,1428.02,2
14036.0,285,38,626.65,2
14037.0,176,28,147.20000000000002,0
14038.0,78,92,1560.38,2
14039.0,33,6,152.2,0
14040.0,41,235,3614.92,1
14041.0,266,21,141.41,0
14044.0,27,209,652.82,2
14045.0,109,6,1659.75,0
14046.0,284,14,154.99,0
14047.0,9,32,1308.6100000000001,2
14048.0,305,85,409.93,2
14049.0,17,488,5681.72,1
14050.0,32,54,746.36,2
14051.0,1,210,15610.390000000001,1
14052.0,20,56,225.36,2
14053.0,124,4,260.25,0
14054.0,65,6,92.46,0
14055.0,106,10,725.6400000000001,0
14056.0,1,1106,8214.65,1
14057.0,24,284,6217.96,1
14059.0,267,8,183.6,0
14060.0,5,202,6140.42,1
14062.0,10,111,10464.85,1
14064.0,29,80,1353.74,2
14066.0,267,7,152.55,0
14067.0,64,52,374.7,2
14068.0,320,24,265.85,0
14071.0,4,324,1438.82,1
14073.0,32,13,151.04,0
14075.0,5,43,942.26,1
14076.0,129,46,122.47,0
14077.0,41,42,499.41999999999996,2
14078.0,102,65,1049.37,2
14079.0,125,12,375.1,0
14080.0,33,4,45.599999999999994,0
14081.0,302,153,934.52,2
14082.0,365,29,182.25,0
14083.0,4,181,1018.43,1
14085.0,2,450,4448.54,1
14087.0,3,69,194.42,2
14088.0,10,589,50491.81,1
14089.0,57,14,161.0,0
14090.0,325,1,76.32000000000001,0
14092.0,8,214,4076.91,1
14093.0,12,105,442.85,2
14096.0,4,5111,65164.79,1
14098.0,37,21,147.35,0
14099.0,16,250,3104.17,1
14100.0,138,26,194.9,0
14101.0,74,35,5976.79,2
14102.0,5,79,1360.28,1
14104.0,155,21,216.20999999999998,0
14105.0,239,74,1266.23,2
14107.0,52,123,2703.23,2
14108.0,31,34,597.91,2
14109.0,73,9,144.2,0
14110.0,4,155,5683.15,1
14111.0,14,10,692.85,2
14112.0,23,160,2915.15,1
14113.0,4,34,1840.42,1
14114.0,274,15,386.53,0
14116.0,20,72,1382.74,2
14117.0,144,3,90.0,0
14121.0,4,159,2780.15,1
14124.0,84,5,419.58000000000004,0
14125.0,11,167,2740.43,1
14126.0,8,15,706.1300000000001,2
14127.0,123,44,709.71,2
14128.0,61,46,637.5,2
14129.0,2,52,1123.8600000000001,1
14130.0,319,67,483.86,2
14132.0,2,200,3586.0299999999997,1
14133.0,130,28,605.64,2
14135.0,2,134,4690.31,1
14138.0,2,47,982.3800000000001,1
14139.0,46,26,415.82,2
14140.0,4,66,935.05,1
14141.0,3,40,915.13,1
14142.0,373,22,311.81,0
14143.0,134,7,115.8,0
14145.0,47,11,3742.2,2
14146.0,9,210,4191.0,1
14147.0,78,5,483.4,0
14148.0,234,3,157.2,0
14149.0,221,28,446.62,0
14150.0,36,26,658.64,2
14152.0,75,49,621.29,2
14154.0,239,52,1345.62,2
14155.0,266,6,118.75,0
14156.0,10,1400,117379.63,1
14157.0,20,48,432.88,2
14158.0,40,41,507.66,2
14159.0,20,1204,4693.01,1
14161.0,216,108,1110.52,2
14162.0,174,25,289.36,0
14163.0,87,52,2445.91,2
14164.0,71,29,1631.77,2
14165.0,276,25,122.53999999999999,0
14167.0,39,52,574.84,2
14171.0,98,58,363.79,2
14173.0,11,29,450.84,2
14174.0,33,26,134.46,0
14175.0,60,149,3222.3,2
14176.0,297,31,576.9000000000001,0
14177.0,86,42,559.41,2
14178.0,9,327,1620.93,1
14179.0,41,165,719.78,2
14180.0,11,240,4748.52,1
14184.0,67,24,452.89,2
14185.0,331,3,197.65,0
14188.0,31,65,2054.36,2
14189.0,2,265,4654.08,1
14191.0,2,259,4684.76,1
14193.0,68,42,853.39,2
14194.0,5,579,11349.52,1
14195.0,202,7,1012.0,0
14196.0,107,6,335.52,0
14198.0,18,39,701.4,2
14199.0,218,2,185.39999999999998,0
14201.0,60,37,747.44,2
14204.0,2,44,161.03,2
14205.0,17,24,466.7,2
14206.0,239,20,328.15999999999997,0
14208.0,95,10,151.74,0
14209.0,11,87,2073.43,1
14210.0,106,102,1905.8400000000001,2
14211.0,53,112,2241.1,2
14212.0,90,9,1070.48,0
14214.0,31,67,1004.38,2
14215.0,12,108,1789.72,1
14216.0,3,59,1839.3,1
14217.0,2,100,2004.98,1
14218.0,43,12,169.48000000000002,0
14219.0,4,7,89.94,0
14220.0,247,21,632.4,0
14221.0,42,193,3432.8,1
14222.0,177,41,683.17,2
14223.0,92,60,991.13,2
14224.0,110,118,1050.12,2
14226.0,29,67,2232.19,2
14227.0,26,175,3350.96,1
14229.0,52,40,1547.2,2
14231.0,184,50,925.71,2
14232.0,43,115,2048.07,2
14233.0,49,35,1462.72,2
14234.0,22,159,775.46,2
14235.0,75,79,3144.86,2
14236.0,81,15,490.86,0
14237.0,373,9,161.0,0
14238.0,326,8,146.85,0
14239.0,43,112,2380.85,2
14240.0,30,42,890.34,2
14241.0,184,10,213.70000000000002,0
14242.0,235,16,280.55,0
14243.0,9,141,2588.77,1
14245.0,220,108,1693.45,2
14246.0,111,75,1474.06,2
14247.0,278,20,136.76999999999998,0
14248.0,318,8,302.58,0
14250.0,7,111,1904.05,1
14251.0,2,78,2879.7000000000003,1
14256.0,260,53,969.0600000000001,2
14257.0,64,106,3099.7200000000003,2
14258.0,9,111,12669.98,1
14259.0,142,5,120.0,0
14261.0,51,52,1163.45,2
14262.0,8,143,2618.23,1
14264.0,155,17,333.97,0
14265.0,109,31,530.18,2
14267.0,163,55,1516.24,2
14270.0,332,29,492.65000000000003,0
14271.0,226,10,112.32,0
14272.0,74,33,437.96,2
14273.0,51,29,559.97,2
14276.0,99,64,1119.74,2
14277.0,15,225,4216.2,1
14280.0,197,8,134.04,0
14282.0,3,156,3729.34,1
14284.0,31,32,595.25,2
14285.0,21,27,1910.01,2
14286.0,24,280,4628.75,1
14287.0,8,9,176.63,0
14288.0,213,16,426.6,0
14289.0,9,47,911.26,2
14290.0,11,101,2314.65,1
14291.0,2,237,3883.25,1
14292.0,8,100,4871.93,1
14293.0,3,61,1046.56,1
14295.0,40,5,166.20000000000002,0
14297.0,18,62,1305.33,2
14298.0,8,1637,51527.3,1
14299.0,8,143,3965.62,1
14300.0,19,3,43.2,0
14301.0,117,13,640.14,0
14304.0,223,17,383.45,0
14305.0,71,105,1858.96,2
14306.0,51,33,2093.32,2
14307.0,89,180,2995.72,2
14309.0,8,117,2352.53,1
14311.0,243,20,310.26,0
14312.0,47,87,1611.59,2
14314.0,107,8,120.0,0
14315.0,45,101,2481.13,2
14317.0,65,24,508.58000000000004,2
14320.0,207,31,477.79,0
14321.0,11,123,1530.75,1
14323.0,115,36,605.0600000000001,2
14326.0,242,8,183.85,0
14327.0,163,12,311.65,0
14329.0,17,259,5014.84,1
14331.0,124,28,462.65999999999997,0
14332.0,23,26,866.31,2
14333.0,68,15,415.2,0
14334.0,17,162,2552.21,1
14335.0,16,63,468.26,2
14336.0,17,90,1614.91,2
14338.0,161,31,588.22,2
14339.0,243,14,309.52,0
14340.0,219,6,134.7,0
14341.0,45,129,2182.28,2
14342.0,21,21,668.5600000000001,2
14344.0,127,71,889.9300000000001,2
14345.0,39,6,108.97999999999999,0
14346.0,121,60,1021.58,2
14348.0,260,18,409.57,0
14349.0,10,31,133.5,2
14350.0,274,18,282.93,0
14351.0,165,1,51.0,0
14352.0,157,47,1078.96,2
14353.0,215,6,90.6,0
14354.0,6,9,163.62,0
14355.0,366,11,174.4,0
14356.0,80,33,701.23,2
14357.0,43,41,225.77,2
14359.0,19,55,912.18,2
14360.0,32,118,2128.23,2
14362.0,22,41,161.2,2
14364.0,109,69,3717.35,2
14367.0,8,524,9261.52,1
14368.0,320,8,155.0,0
14371.0,295,4,100.5,0
14373.0,358,4,76.55,0
14375.0,185,75,257.68,2
14377.0,191,11,617.05,0
14379.0,44,46,348.1,2
14381.0,52,56,202.68,2
14382.0,26,131,626.0699999999999,2
14383.0,38,59,1247.69,2
14385.0,9,14,202.11,0
14386.0,297,7,142.4,0
14387.0,33,140,1770.56,2
14388.0,10,186,3212.84,1
14389.0,65,45,1043.46,2
14390.0,10,286,4652.82,1
14393.0,218,5,67.95,0
14395.0,2,350,3507.71,1
14396.0,65,73,487.99,2
14397.0,3,87,2612.96,1
14400.0,149,25,574.7,0
14401.0,4,182,4051.48,1
14403.0,130,20,1475.81,2
14404.0,34,103,1474.32,2
14406.0,119,8,156.75,0
14407.0,107,73,2157.73,2
14408.0,11,107,2606.53,1
14409.0,71,54,2059.4500000000003,2
14410.0,92,193,1105.07,2
14411.0,311,14,1063.0,0
14412.0,43,43,770.03,2
14413.0,362,23,122.7,0
14414.0,92,97,1496.98,2
14415.0,1,590,5900.28,1
14416.0,22,14,490.22,2
14418.0,4,124,1937.25,1
14419.0,11,206,1058.06,1
14420.0,99,29,387.52,0
14421.0,57,27,813.11,2
14422.0,1,222,4263.64,1
14423.0,218,3,265.2,0
14424.0,18,1,322.08,0
14426.0,24,224,4481.67,1
14427.0,50,17,363.34000000000003,0
14428.0,7,144,1244.83,1
14431.0,303,17,470.36,0
14432.0,10,382,2255.51,1
14434.0,22,12,1372.8,2
14436.0,99,9,89.06,0
14437.0,366,5,63.0,0
14438.0,306,9,131.9,0
14439.0,320,32,2661.24,2
14440.0,8,55,2357.6800000000003,1
14441.0,1,51,1712.89,1
14442.0,205,63,1589.82,2
14443.0,54,93,1420.2,2
14446.0,1,293,1039.58,1
14447.0,19,70,1163.23,2
14448.0,9,20,375.35,2
14449.0,19,258,907.1,1
14450.0,181,40,483.25,2
14451.0,60,109,662.59,2
14452.0,11,62,264.44,2
14453.0,190,22,119.93,0
14456.0,5,970,3062.4,1
14457.0,311,4,113.64,0
14459.0,155,37,1837.92,2
14460.0,110,16,434.34,0
14461.0,148,180,2103.06,2
14462.0,66,240,2004.02,2
14463.0,98,6,529.62,0
14465.0,247,130,1058.6200000000001,2
14466.0,29,72,2272.4,2
14467.0,18,90,598.76,2
14470.0,12,43,461.19,2
14472.0,104,281,1936.84,2
14473.0,74,7,234.34000000000003,0
14474.0,46,29,547.66,2
14475.0,72,42,925.85,2
14476.0,257,19,215.7,0
14477.0,20,10,1309.6,2
14479.0,254,18,316.25,0
14480.0,11,13,279.05,2
14481.0,165,30,636.51,2
14482.0,18,144,2068.15,1
14483.0,282,9,137.1,0
14484.0,50,14,321.92,0
14485.0,39,47,165.75,2
14487.0,27,144,1196.33,2
14488.0,68,46,1064.28,2
14489.0,207,30,463.38,0
14491.0,175,17,340.93,0
14493.0,7,120,2383.2400000000002,1
14494.0,26,7,139.56,0
14495.0,51,6,123.8,0
14496.0,312,19,538.8100000000001,0
14497.0,309,29,475.37,0
14498.0,43,193,1957.32,2
14499.0,26,194,815.32,2
14500.0,88,7,356.85,0
14501.0,184,10,251.21,0
14502.0,20,624,2470.67,1
14503.0,3,164,3543.26,1
14504.0,47,107,673.26,2
14505.0,17,799,5905.64,1
14506.0,17,316,2012.17,1
14507.0,24,96,1383.18,2
14508.0,22,57,276.42,2
14511.0,11,68,1314.81,1
14512.0,188,23,275.28,0
14513.0,101,12,455.59000000000003,0
14514.0,61,73,1055.35,2
14515.0,18,101,2102.09,1
14517.0,33,18,330.45,0
14518.0,64,16,174.37,0
14520.0,2,4,270.6,0
14522.0,24,17,974.54,2
14523.0,108,12,241.09,0
14524.0,32,203,1867.68,1
14525.0,20,291,4332.2,1
14527.0,3,972,8508.82,1
14528.0,37,18,364.21999999999997,0
14529.0,60,229,620.04,2
14530.0,26,216,2925.91,1
14532.0,236,64,932.85,2
14533.0,25,62,1949.72,2
14534.0,3,519,4447.05,1
14535.0,60,330,2864.19,1
14536.0,260,19,171.8,0
14537.0,58,10,355.56,0
14538.0,65,19,388.25,0
14539.0,16,32,537.48,2
14540.0,10,76,996.26,2
14541.0,59,111,1461.65,2
14542.0,186,5,103.25,0
14543.0,29,72,3630.33,1
14544.0,24,114,2024.45,1
14546.0,5,399,2578.09,1
14547.0,4,366,4007.54,1
14548.0,151,4,652.8,0
14549.0,311,56,289.24,0
14550.0,11,48,765.62,2
14551.0,18,10,186.23,0
14552.0,152,58,165.07,0
14553.0,19,113,859.27,2
14554.0,10,216,2381.04,1
14555.0,57,21,324.14,0
14557.0,85,16,788.38,2
14560.0,7,74,2237.77,1
14561.0,76,69,1080.76,2
14562.0,4,423,5074.77,1
14565.0,96,127,3099.12,2
14566.0,111,4,1432.0,0
14567.0,57,33,1530.3600000000001,2
14569.0,1,12,227.39,2
14570.0,281,29,218.06,0
14572.0,3,270,2832.84,1
14573.0,180,235,1653.42,2
14576.0,372,1,35.400000000000006,0
14577.0,13,123,859.71,2
14578.0,3,24,168.63,2
14581.0,17,17,138.6,0
14582.0,41,6,114.11,0
14583.0,6,330,1052.55,1
14584.0,169,100,1042.26,2
14585.0,50,29,157.05,0
14586.0,277,19,237.36,0
14587.0,19,383,1601.14,1
14589.0,372,3,39.75,0
14591.0,15,197,1447.14,1
14592.0,35,164,570.46,2
14593.0,22,152,617.99,2
14594.0,7,53,379.83,2
14595.0,20,102,1740.6,1
14597.0,11,55,883.15,2
14598.0,44,50,221.97,2
14600.0,306,25,393.33000000000004,0
14601.0,11,7,213.96,0
14603.0,275,2,660.0,0
14606.0,1,2700,12156.65,1
14607.0,16,86,16569.5,1
14608.0,4,20,1785.15,1
14609.0,72,4,601.56,0
14616.0,243,3,406.08000000000004,0
14618.0,9,16,553.44,2
14619.0,246,20,394.44,0
14620.0,206,26,412.78000000000003,0
14621.0,1,92,1788.3600000000001,1
14622.0,185,21,320.58000000000004,0
14623.0,32,134,889.25,2
14624.0,57,13,225.85,0
14625.0,196,53,899.63,2
14626.0,24,122,2791.27,1
14628.0,91,24,671.96,2
14629.0,4,152,959.01,1
14631.0,51,41,1006.98,2
14632.0,263,8,114.56,0
14633.0,266,20,344.90000000000003,0
14636.0,36,28,609.85,2
14638.0,51,16,443.6,0
14639.0,52,172,2984.49,1
14640.0,24,106,2125.08,1
14641.0,22,7,110.46,0
14642.0,59,2,96.12,0
14643.0,170,31,693.8100000000001,2
14644.0,68,26,830.76,2
14645.0,157,30,597.09,2
14646.0,2,2076,280206.02,1
14647.0,201,30,243.22,0
14649.0,5,199,1417.29,1
14651.0,67,102,654.6,2
14652.0,77,29,114.18,0
14653.0,1,237,1947.55,1
14655.0,8,49,1932.23,1
14656.0,169,80,291.05,2
14657.0,18,126,848.22,2
14658.0,5,29,247.15,2
14659.0,9,253,2529.93,1
14660.0,87,30,285.74,0
14661.0,27,4,107.95,0
14662.0,29,168,771.17,2
14664.0,20,99,637.89,2
14665.0,61,90,1835.7,2
14666.0,24,14,195.25,0
14667.0,11,573,9241.2,1
14669.0,242,170,1269.99,2
14670.0,280,132,411.53,2
14672.0,235,61,765.55,2
14673.0,3,74,1736.4,1
14675.0,16,102,604.75,2
14676.0,31,42,2548.2400000000002,2
14680.0,25,258,28754.11,1
14681.0,71,7,498.95,0
14682.0,188,2,52.0,0
14684.0,26,421,1236.28,1
14687.0,107,15,628.38,0
14688.0,8,327,5630.87,1
14689.0,209,13,112.8,0
14690.0,44,50,371.7,2
14691.0,31,71,2114.33,2
14692.0,137,68,591.55,2
14693.0,265,8,172.9,0
14696.0,4,130,2078.95,1
14697.0,218,22,188.60999999999999,0
14698.0,2,210,1250.76,1
14699.0,214,8,109.13000000000001,0
14700.0,32,115,2235.3,2
14701.0,11,335,2549.37,1
14702.0,1,347,3292.14,1
14703.0,15,22,318.17,2
14704.0,11,415,1546.91,1
14705.0,199,1,179.0,0
14708.0,3,28,1126.37,1
14709.0,15,196,4921.04,1
14710.0,14,139,606.13,2
14711.0,10,357,2868.8,1
14712.0,29,25,917.07,2
14713.0,9,339,2666.36,1
14714.0,24,10,160.19,0
14715.0,25,71,867.38,2
14716.0,43,55,329.68,2
14719.0,2,237,1602.13,1
14720.0,6,37,663.81,2
14722.0,147,29,187.92000000000002,0
14723.0,10,278,1158.3,1
14725.0,25,52,718.08,2
14727.0,274,10,268.58,0
14729.0,374,71,313.49,0
14730.0,1,501,2005.06,1
14731.0,47,45,380.02,2
14732.0,8,147,2702.4900000000002,1
14733.0,16,202,9585.91,1
14735.0,4,194,6065.69,1
14737.0,4,17,1164.55,2
